,user_id,song_id,listen_count,title,release,artist_name,year,song
2314,daebcdcf97caaf54a327b8ff52eca9f320599a10,SOYKNSQ12A58A780A0,2,Breakbeat Suckers,Counterfeit,Cirrus,2002,Breakbeat Suckers - Cirrus
8843,370190e231e1d4a9353d50038f59a0a33f7168f0,SOCGYWW12A8C13BB00,1,I'll Do Anything (LP Version),Waiting For My Rocket To Come,Jason Mraz,2002,I'll Do Anything (LP Version) - Jason Mraz
9712,b12c786deef0e618b5f277bc337f67128f425efe,SOJYOWT12A6D4F94F1,1,Meeting Paris Hilton (Album),Cansei De Ser Sexy,CSS,0,Meeting Paris Hilton (Album) - CSS
5433,12a4a991c8b53cd6906995caed8b1f2bd3b6436a,SOMCAFM12A58A7B024,6,Who Can Compare,Let's Not Forget The Story,Foolish Things,2006,Who Can Compare - Foolish Things
5030,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOXZUAV12A6310F21A,1,Personal Jesus,Violator,Depeche Mode,1985,Personal Jesus - Depeche Mode
5128,f608c215606e6421a429ea28ad08243241d5347d,SOQFCKW12A58A7B80F,1,I Am Just A Rebel (LP Version),Notorious,Confederate Railroad,1994,I Am Just A Rebel (LP Version) - Confederate Railroad
4772,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOVMGXI12AF72A80B0,1,Hey Mama,Elephunk,Black Eyed Peas,2003,Hey Mama - Black Eyed Peas
1875,a4851161aef67246972269b957ab54be3b002c8b,SOHTQAS12A6701C7BA,1,Crazy,Get A Grip,Aerosmith,1993,Crazy - Aerosmith
3029,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOAJYLI12AB01831B8,13,Dirty Dishes,War Elephant,Deer Tick,2006,Dirty Dishes - Deer Tick
4832,7661038e3e655fd31961ad18aea13dded963eedf,SOZEBAZ12AF72A80C8,2,Voices On A String (Album Version),Kill The House Lights,Thursday,2007,Voices On A String (Album Version) - Thursday
8422,51182330ee3e55d808df31a951032692c5cefe8a,SOFOKPG12A58A7E768,13,January Wedding,I And Love And You,The Avett Brothers,2009,January Wedding - The Avett Brothers
7030,d5618c6813c7a067646edcf9c7243ccb95919460,SOESFHC12AB018D47C,1,The Children,ODD BLOOD,Yeasayer,2010,The Children - Yeasayer
3700,4192e443e37ffa08f1cc02b10b42b4a178a09004,SOHTKMO12AB01843B0,1,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),Catch You Baby,Lonnie Gordon,0,Catch You Baby (Steve Pitron & Max Sanna Radio Edit) - Lonnie Gordon
2789,b61afb42335287239bd40e1dea50d849cbf8a9a9,SOWDDDY12AC4687EA4,1,Sine Language,Divided By Night,The Crystal Method featuring LMFAO,2009,Sine Language - The Crystal Method featuring LMFAO
2519,62f2f9b881dc320d745a90c0c10528d18e10deb1,SOPSOHT12A67AE0235,1,Almaz,Every Kind Of Mood,Randy Crawford,1986,Almaz - Randy Crawford
6888,4208d4ac45e7caab7167a4ea6d34e759a6b9a1fc,SOGNXEQ12A81C2302C,2,Destination Calabria,Ministry of Sound Presents The Singles Volume 2,Alex Gaudino Feat. Crystal Waters,2007,Destination Calabria - Alex Gaudino Feat. Crystal Waters
6549,c379210476d2044769c5f421e392c690f5229757,SOKEEKD12AB0188B39,2,Fantasy,xx,The xx,2009,Fantasy - The xx
5833,4d4abafb7dd7a30206747398c9225f3e06942b3f,SOZBZFF12A6310F12D,1,Trouble,Trouble (B-Side),Coldplay,2000,Trouble - Coldplay
1202,a58de017cbeda1763ea002fe027ed41b4ed53109,SODOWUC12AC9097E76,3,One Time,One Time,Justin Bieber,2009,One Time - Justin Bieber
2484,9fba771d9731561eba47216f6fbfc0023d88641b,SONPBNJ12A8C136543,2,Fields Of Athenry,Tessie,Dropkick Murphys,2003,Fields Of Athenry - Dropkick Murphys
4340,5e161b9e14f303a0cef2d3f44d07dd946549f89f,SOUNNWW12AB018795D,2,Opposite Of Adults,Now That's What I Call Music! 75,Chiddy Bang,2009,Opposite Of Adults - Chiddy Bang
7797,1764b2ebb09e2a40e11ed82f9c37a53a706cc4e1,SOBQLCM12A6D4FAFCD,1,Father Of Mine,So Much For The Afterglow,Everclear,1997,Father Of Mine - Everclear
3007,15415fa2745b344bce958967c346f2a89f792f63,SOZPESZ12A8C133A0A,1,Ripper,Punk's Not Dead,Exploited,1981,Ripper - Exploited
4942,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOGLBQA12A6701E7AF,1,Too Much Love,LCD Soundsystem,LCD Soundsystem,2005,Too Much Love - LCD Soundsystem
9505,8bde0ae3eda6b6f26c8a91eb5750d416acb3d508,SOCNAXF12A6D4F9B34,1,Creil City,Fat Come Back,Alliance Ethnik,1999,Creil City - Alliance Ethnik
9564,9012fdca7eee0b946329367498a578adb5271ed8,SOPXKYD12A6D4FA876,1,Yellow,Yellow,Coldplay,2000,Yellow - Coldplay
3756,884209a41deb55df792f074bccf8af1c1c31768b,SOAUNAX12AB01876D0,1,The Prize,Hell Train,Soltero,0,The Prize - Soltero
9944,1df33b965ac9afb508f1d36be3df999c2f0e5138,SOIPJAX12A8C141A2D,1,Open Your Eyes,Nice 90s,Guano Apes,1997,Open Your Eyes - Guano Apes
1504,484b69dd013df1ec0cfd504886d4f647cb32b08f,SOBGJBA12A6D227291,3,Hayling,Audiovisual Couture Vol.1 by DJ koweSix,FC/ Kahuna,2001,Hayling - FC/ Kahuna
2393,01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,SODJCKV12A8C13ED5D,2,Knights,Crystal Castles,Crystal Castles,2008,Knights - Crystal Castles
2884,956044d724390e40c8511b49e5bf6bc28071de3a,SOKDQQY12A6D4FBF14,2,Afternoon (Album),No Promises,Carla Bruni,2007,Afternoon (Album) - Carla Bruni
398,5a905f000fc1ff3df7ca807d57edb608863db05d,SODACQU12A67AE0C88,1,My Glorious,History Makers: Greatest Hits,Delirious?,2000,My Glorious - Delirious?
113,9d6f0ead607ac2a6c2460e4d14fb439a146b7dec,SOAUBGU12A6701C57A,2,Swallowed In The Sea,X & Y,Coldplay,2005,Swallowed In The Sea - Coldplay
2733,b61afb42335287239bd40e1dea50d849cbf8a9a9,SOHTRMF12A8C13E4EB,2,Untrust us,Crystal Castles,Crystal Castles,2007,Untrust us - Crystal Castles
6297,b3de3bf6a0d2e5953d3095a58ee99fd362b97e8f,SOKLRPJ12A8C13C3FE,1,The Scientist,The Scientist,Coldplay,2002,The Scientist - Coldplay
7518,ec25e3d78ea8374869a772dc58bb903528a3c9cc,SOQAZKD12AB017F667,13,Realize,Realize,Colbie Caillat,2007,Realize - Colbie Caillat
7470,ec25e3d78ea8374869a772dc58bb903528a3c9cc,SODJWHY12A8C142CCE,11,Hey_ Soul Sister,Save Me_ San Francisco,Train,0,Hey_ Soul Sister - Train
8274,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SOCWRMC12A58A7AFE5,4,You Know My Name,Carry On,Chris Cornell,2006,You Know My Name - Chris Cornell
3950,d775b2f1e62284a3ff407b91fe53d08525f6f086,SOPVJNI12A81C219B9,10,All My Loving,Across The Universe,Jim Sturgess,2007,All My Loving - Jim Sturgess
8852,370190e231e1d4a9353d50038f59a0a33f7168f0,SOMNGJT12A8C13B5C6,1,Unfold (Eagles Ballroom Live Version),Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom,Jason Mraz,0,Unfold (Eagles Ballroom Live Version) - Jason Mraz
5453,12a4a991c8b53cd6906995caed8b1f2bd3b6436a,SOPSVTK12A8C13DBD3,3,Love Is Never-Ending,Time Well Wasted,Brad Paisley,2005,Love Is Never-Ending - Brad Paisley
8196,ea3b77e3f9b5688dc3998b2e706ea2c0ca48b8eb,SOMMATZ12AF72A17CC,1,The Akara,March of the Zapotec and Realpeople Holland,Beirut,2009,The Akara - Beirut
8650,fd585aef5c32d3943bd6e7f9f39aa216ba659fd0,SOOQIEK12A8C13EA1E,2,Last Tango In Paris,La Revancha Del Tango,Gotan Project,2000,Last Tango In Paris - Gotan Project
3760,884209a41deb55df792f074bccf8af1c1c31768b,SOBMSCQ12AAF3B51B7,1,Slip,Random Album Title ,Deadmau5,2008,Slip - Deadmau5
4612,2475b003df9c084c1488b2e63666e8cc87112180,SORJVDO12AF72A1970,2,Stockholm Syndrome,Absolution,Muse,0,Stockholm Syndrome - Muse
8474,dd67a78d5f9d8140a0d83849441ca1807f7ea790,SOFKABN12A8AE476C6,1,Just Dance,Just Dance,Lady GaGa / Colby O'Donis,2008,Just Dance - Lady GaGa / Colby O'Donis
7588,dc777dbe9ced6ddb5b813e7e0bbb718171b87870,SOBFRNE12A6D4F7995,11,Le Courage Des Oiseaux,La Fossette,Dominique A,1991,Le Courage Des Oiseaux - Dominique A
6940,5ab56ead71b71022f7043fef70a178b7035629b6,SOTVMLE12AB018168E,1,Wavin'  Flag,Troubadour,K'Naan,2009,Wavin'  Flag - K'Naan
9670,b12c786deef0e618b5f277bc337f67128f425efe,SOAXEPS12AF729E550,2,Olio,Echoes,The Rapture,1999,Olio - The Rapture
7546,53ba380d234fd6022818340983570354ee207f6b,SOBEBRO12A8C13A69E,1,Ghost,In The Aeroplane Over The Sea,Neutral Milk Hotel,1998,Ghost - Neutral Milk Hotel
4758,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOSMXVH12A58A7CA6C,1,Pienso En Ti,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),Shakira,1995,Pienso En Ti - Shakira
9914,c5d42aa00afa6889de703c49f40ecb26b1c401c4,SOYWXZM12AB01808CA,7,A Dirge for the Underground,Dead Skin / Dried Blood,Attica! Attica!,2007,A Dirge for the Underground - Attica! Attica!
7067,a699816c7f4f8855808eee732a5cbd1620091998,SOBBKGF12A8C1311EE,2,Where Is My Mind?,Wave Of Mutilation: Best Of Pixies,Pixies,1988,Where Is My Mind? - Pixies
4578,2475b003df9c084c1488b2e63666e8cc87112180,SOCFBUY12AB01870A3,1,Attention,Consolers Of The Lonely,The Raconteurs,2008,Attention - The Raconteurs
4202,bab8d135cf88852063ed4a084dd24c783d7ff841,SOPOFBW12AB0187196,1,Saturdays,Bright Like Neon Love,Cut Copy,2004,Saturdays - Cut Copy
7809,1764b2ebb09e2a40e11ed82f9c37a53a706cc4e1,SOQDJPZ12AB017A896,2,People Are Crazy,Little Bit of Everything,Billy Curringham,2008,People Are Crazy - Billy Curringham
5279,12497e138741a0b94bb36a14bef32c9d0ee20fec,SOREPNQ12A58A7B49E,1,Outside (Original LP Version),Break The Cycle,Staind,2001,Outside (Original LP Version) - Staind
3279,eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOBATYS12A58A76C6E,1,Greenback Dollar,Karaoke: 60's Star Power - Singing to the Hits,The Kingston Trio,1963,Greenback Dollar - The Kingston Trio
8984,e06fdac28cdd1d69d89de27868d5f02f71c2ee44,SOHFNKO12AB017C772,8,Kiss With A Fist,Wild Child OST,Florence + The Machine,2009,Kiss With A Fist - Florence + The Machine
8466,dd67a78d5f9d8140a0d83849441ca1807f7ea790,SOBOAFP12A8C131F36,1,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) - Jason Mraz & Colbie Caillat
2243,1a849df9dabb15845eb932d46d81e2fd77176786,SONZPPA12AF72A9E13,19,Gravity,Little Voice,Sara Bareilles,2004,Gravity - Sara Bareilles
9145,33807e46640c7be38f02b6a61d7f1a4f31446b52,SOABOXV12AC3DF82F7,1,The Drying of the Lawns,The Wild Hunt,The Tallest Man On Earth,2010,The Drying of the Lawns - The Tallest Man On Earth
6936,5ab56ead71b71022f7043fef70a178b7035629b6,SOCVTLJ12A6310F0FD,1,Clocks,A Rush Of Blood To The Head,Coldplay,2002,Clocks - Coldplay
774,baf47ed8da24d607e50d8684cde78b923538640f,SOBNXJY12A8C13E070,1,The Execution Of All Things (Single Version),The Execution Of All Things,Rilo Kiley,2002,The Execution Of All Things (Single Version) - Rilo Kiley
3913,884209a41deb55df792f074bccf8af1c1c31768b,SOWDDDY12AC4687EA4,15,Sine Language,Divided By Night,The Crystal Method featuring LMFAO,2009,Sine Language - The Crystal Method featuring LMFAO
7390,94d5bdc37683950e90c56c9b32721edb5d347600,SOYOAZI12A8AE46C83,1,A Moment Like This,Spirit,Leona Lewis,2006,A Moment Like This - Leona Lewis
1696,930d2be6c85315d72cab9823ec0f7bfe7e477794,SOWKQYL12AB0183B15,1,Whatcha Say,Whatcha Say,Jason Derulo,2009,Whatcha Say - Jason Derulo
2063,732f88be38fae217f8ab7e24c20dd072436e3e40,SOJLQEL12A6310E2F1,1,Get Down Tonight,Very Best Of,KC And The Sunshine Band,1975,Get Down Tonight - KC And The Sunshine Band
6459,116a4c95d63623a967edf2f3456c90ebbf964e6f,SOYSITI12AB018B67B,3,The Stallion,The Pod,Ween,1991,The Stallion - Ween
7440,9d332c1944d50d7e4653722db5ba5e55daea2bfd,SOCNAXF12A6D4F9B34,2,Creil City,Fat Come Back,Alliance Ethnik,1999,Creil City - Alliance Ethnik
5496,96e72774fb758108c78d91c110e78133c9ded266,SOFBZVX12AB0185203,1,Over The Pond,In A Safe Place,The Album Leaf,2004,Over The Pond - The Album Leaf
6884,4208d4ac45e7caab7167a4ea6d34e759a6b9a1fc,SODCNEE12A6310E037,25,Sorrow (1997 Digital Remaster),The Best Of David Bowie 1969-74,David Bowie,0,Sorrow (1997 Digital Remaster) - David Bowie
186,b64cdd1a0bd907e5e00b39e345194768e330d652,SOWUTFF12A8C138AB2,1,Frank Sinatra,Fashion Nugget,Cake,1996,Frank Sinatra - Cake
9807,4b65fe3f5e0caff1cd870637d0f05be160a721c4,SOMDVSL12A6D4F7230,1,Heaven Must Be Missing An Angel,Capitol Gold: The Best Of Tavares,Tavares,1979,Heaven Must Be Missing An Angel - Tavares
4654,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOCDGAR12AB018CE44,3,Distance And Time,The Element Of Freedom,Alicia Keys,2009,Distance And Time - Alicia Keys
7545,53ba380d234fd6022818340983570354ee207f6b,SOARUPP12AB01842E0,1,Up Up & Away,Man On The Moon: The End Of Day,Kid Cudi,2009,Up Up & Away - Kid Cudi
4411,18dc95f354220b343e98ebbb7c8564291284ed9f,SOCAJUZ12A6701E555,3,Lay Your Hands On Me,New Jersey: Special Edition,Bon Jovi,1988,Lay Your Hands On Me - Bon Jovi
7717,390c2e81bc9cf885608a0891c0a7eb13f1fd3336,SOEYVHS12AB0181D31,1,Monster,The Fame Monster,Lady GaGa,2009,Monster - Lady GaGa
2590,7e2b716907a9a295d92c2f35d7e260aeee2b32cf,SODLCIU12A8AE45F1D,2,Fear And Love,Big Calm,Morcheeba,1998,Fear And Love - Morcheeba
2455,9fba771d9731561eba47216f6fbfc0023d88641b,SOBPZTW12A58A773B3,4,I'm A Little Rocket Ship,The Golden Age,Cracker,1996,I'm A Little Rocket Ship - Cracker
3286,eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOEMFBP12AB017FD35,1,Say Yes,Either Or,Elliott Smith,0,Say Yes - Elliott Smith
1043,403b3b867fc71dfdcc12652f30e88bdc7ccd9aa4,SOAXAPU12A67020EF9,5,"Dirty Movies"" (Album Version)",Fair Warning,Van Halen,1981,"Dirty Movies"" (Album Version) - Van Halen"
1531,484b69dd013df1ec0cfd504886d4f647cb32b08f,SOPDRWC12A8C141DDE,1,I Want You,Only By The Night,Kings Of Leon,2008,I Want You - Kings Of Leon
6962,3851d01aa9d1b2505fa361b63940e8cdc9a3e754,SOMJWIV12AC468A5A0,1,Bentley's Gonna Sort You Out,Bentley's Gonna Sort You Out / Run On The Spot (playlist 1),Bentley Rhythm Ace,1996,Bentley's Gonna Sort You Out - Bentley Rhythm Ace
4034,9b887e10a4711486085c4fae2d2599fc0d2c484d,SOKKDQB12AB01883B7,1,The Time Of Our Lives,The Time Of Our Lives,Miley Cyrus,2009,The Time Of Our Lives - Miley Cyrus
8321,fe76c9d535c5834e4a9b91c13e29be6460cb79c4,SONQEYS12AF72AABC9,6,Mr. Jones,Films About Ghosts (The Best Of Counting Crows),Counting Crows,1991,Mr. Jones - Counting Crows
8050,4bc4ae71635b18628f4b0fde4ecb0a40d6d68bf5,SOSFAQM12AB018427B,6,Solo Dolo (nightmare),Man On The Moon: The End Of Day,Kid Cudi,2009,Solo Dolo (nightmare) - Kid Cudi
5061,dfb41c400ed8fbb064644d173f8fd00398ca4370,SOVTOHM12A8AE48727,4,I'm Every Woman,The Ultimate Collection,Whitney Houston,1992,I'm Every Woman - Whitney Houston
4291,8dcb524ff75e0ad0f0a80aaccadf7bbaa3b89a41,SOPPHBW12AB018C800,1,Silva & Grimes,Latin,Holy Fuck,2010,Silva & Grimes - Holy Fuck
3059,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOHFJAQ12AB017E4AF,5,West One (Shine On Me),The Crack/Grin And Bear It,The Ruts,1980,West One (Shine On Me) - The Ruts
8230,645a5b400d31ce69611137da3ebd35d11d4dda4a,SOGJMJH12A6702154D,11,Closer,The Downward Spiral,Nine Inch Nails,1994,Closer - Nine Inch Nails
12,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOJNNUA12A8AE48C7A,1,Love Shack,Original Hits - Rock,The B-52's,1989,Love Shack - The B-52's
1564,d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,SOFNWPK12A6310F131,3,Pure Morning (Album Version),Without You I'm Nothing,Placebo,1998,Pure Morning (Album Version) - Placebo
6633,6b7a5895d266599bc414b9eb8fbad59c95b9a99d,SONIQRE12AF72A2B02,1,Bring Me To Life,Fallen,Evanescence,2003,Bring Me To Life - Evanescence
1568,d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,SOIIOUS12A8AE47E20,2,Yeah!,Confessions,Usher Featuring Lil' Jon & Ludacris,2007,Yeah! - Usher Featuring Lil' Jon & Ludacris
5139,3187e658fd71be99d68d96f3a61a436c8a607365,SOBPJOE12A8AE470A6,1,Higher Than The Sun,Screamadelica,Primal Scream,1991,Higher Than The Sun - Primal Scream
3554,bd64f193f0f53f09d44ff48fd52830ff2fded392,SOSEXHN12A67ADEA29,1,I Need A Girl (Part One) (Featuring Usher & Loon) (Amended Version),R&B Hits,P. Diddy,0,I Need A Girl (Part One) (Featuring Usher & Loon) (Amended Version) - P. Diddy
1982,edc8b7b1fd592a3b69c3d823a742e1a064abec95,SOEGIYH12A6D4FC0E3,1,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Mozart - Eine kleine Nachtmusik,Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,0,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile) - Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner
5124,f608c215606e6421a429ea28ad08243241d5347d,SOOHCLI12A6D4FBFE2,2,sillyworld (Album Version),Come What[ever] May,Stone Sour,2006,sillyworld (Album Version) - Stone Sour
6248,be0a4b64e9689c46e94b5a9a9c7910ee61aeb16f,SOPLVNE12A58A7AC5A,1,Run To Me,The Ultimate Bee Gees,Bee Gees,1972,Run To Me - Bee Gees
2055,732f88be38fae217f8ab7e24c20dd072436e3e40,SOHKXZN12AB0187281,1,Carry Me In Your Dreams (Albania),Eurovision Song Contest 2009,Kejsi Tola,2009,Carry Me In Your Dreams (Albania) - Kejsi Tola
1867,77cac5c3389010b64d01b30f725c24de4a5bb626,SOZCKAG12AB0182BA1,1,Hands Up,Hell Train,Soltero,0,Hands Up - Soltero
3305,eb1ad31d040406c6428c5f4420b0bc709b1c5350,SOMGIYR12AB0187973,1,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0,Behind The Sea [Live In Chicago] - Panic At The Disco
6098,9a0215ffab0f8322aeb36fa6636444b050462a51,SOAIILB12A58A776F7,1,Phantom Part 1.5 (Album Version),A Cross The Universe,Justice,0,Phantom Part 1.5 (Album Version) - Justice
1001,bd8475385f0aa78830fa6dfce9e7242164b035c8,SOWDJEJ12A8C1339FE,1,Heart Cooks Brain,Everything Is Nice: The Matador Records 10th Anniversary Anthology,Modest Mouse,1997,Heart Cooks Brain - Modest Mouse
1567,d66f2f66f2bdc9aa3d0362a35fc91ccc844101f7,SOHAVCF12AB0184F57,2,I.R.S.,Chinese Democracy,Guns N' Roses,2008,I.R.S. - Guns N' Roses
7280,e188e309e19e0847a05156d6efecc04e4bff4fc7,SOOEEPE12A8AE459A4,2,The Unforgiven III,Death Magnetic,Metallica,2008,The Unforgiven III - Metallica
3050,95942345306393998eb3a051ae5fa3c4d5afbaa4,SOEMRIK12A8C133722,4,Jigsaw Falling Into Place,In Rainbows,Radiohead,2007,Jigsaw Falling Into Place - Radiohead
3539,bd64f193f0f53f09d44ff48fd52830ff2fded392,SOLTZKT12AB0185169,2,I Use To Think I Was Run,Distortion,Rev Run,2005,I Use To Think I Was Run - Rev Run
6169,cd7baa603618c40b9290bd05112061afefdde8ef,SOKDZVG12AF72A920E,2,Blasphemous rumours,Angelzoom,ANGELZOOM,2004,Blasphemous rumours - ANGELZOOM
3614,5d5e0142e54c3bb7b69f548c2ee55066c90700eb,SODEGIQ12A6D4FC6E3,6,Sweet And Wild,The World We Live In,Radney Foster,2006,Sweet And Wild - Radney Foster
4755,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOSIPAM12AF72AA43B,2,Mary's In India,Life For Rent,Dido,2003,Mary's In India - Dido
4395,8bc2733e75989c8de36cf1bb596dabfd72734e86,SOFRQTD12A81C233C0,1,Sehr kosmisch,Musik von Harmonia,Harmonia,0,Sehr kosmisch - Harmonia
5961,adbd40c4f3fe78e7f49f491ea04859ea07de1ed1,SOHNHEL12AF729E72D,1,Thinking About You,Pablo Honey,Radiohead,1992,Thinking About You - Radiohead
5029,e21477efb83bd323205ce6f5bd662f3df9d477e5,SOXTBGF12A6D4FB49C,1,Slow Hands,Slow Hands,Interpol,0,Slow Hands - Interpol
7292,e188e309e19e0847a05156d6efecc04e4bff4fc7,SOVJTLA12A6D4FA5E2,2,Coconut Skins,9,Damien Rice,2006,Coconut Skins - Damien Rice
6997,529b42cdbc379ad2e765aec6d3bad8a192038741,SOOLPFK12A58A7BDE3,2,Flashing Lights,R&B Collection,Kanye West,2008,Flashing Lights - Kanye West
5699,9d100b4175fed9da71b76800b921c4a40d0208b5,SOCKSGZ12A58A7CA4B,1,Bleed It Out [Live At Milton Keynes],Road To Revolution: Live At Milton Keynes,Linkin Park,2008,Bleed It Out [Live At Milton Keynes] - Linkin Park
1743,ca80fbb6d0deb3cae53763099e2cae7306f005ec,SOREVDG12A67ADA096,1,Losing My Ground,The Dutchess,Fergie,0,Losing My Ground - Fergie
9211,22d652f8891ba2186a4ce3ee8de7c192148108ef,SOFWUQE12A58A7BBE4,19,Lo Que Yo No Tengo,Son By 4,Son By 4,0,Lo Que Yo No Tengo - Son By 4
6311,7ee2550ad5867a0793a624eb1b3284e49639c45f,SOPKEIV12AB018220D,1,Red Right Ankle,Her Majesty The Decemberists,The Decemberists,2003,Red Right Ankle - The Decemberists
2756,b61afb42335287239bd40e1dea50d849cbf8a9a9,SONRHCE12A8C145C4F,3,What Have You Done For Me Lately,High and Outside,Steve Goodman,1979,What Have You Done For Me Lately - Steve Goodman
2420,01655ae6bc52e29c9cd100a7dde4e9eeae5e4031,SOMGIYR12AB0187973,1,Behind The Sea [Live In Chicago],Live In Chicago,Panic At The Disco,0,Behind The Sea [Live In Chicago] - Panic At The Disco
7337,94d5bdc37683950e90c56c9b32721edb5d347600,SOLFVON12A6D4F654B,2,Deprogram,The Best Of Dr. Know,Dr. Know,0,Deprogram - Dr. Know
1678,930d2be6c85315d72cab9823ec0f7bfe7e477794,SOPTLQL12AB018D56F,1,Billionaire [feat. Bruno Mars]  (Explicit Album Version),Billionaire [feat. Bruno Mars],Travie McCoy,0,Billionaire [feat. Bruno Mars]  (Explicit Album Version) - Travie McCoy
2220,1a849df9dabb15845eb932d46d81e2fd77176786,SOBOAFP12A8C131F36,6,Lucky (Album Version),We Sing.  We Dance.  We Steal Things.,Jason Mraz & Colbie Caillat,0,Lucky (Album Version) - Jason Mraz & Colbie Caillat
2301,f28f980d8842ebfaa31e8fb3939aace4a43a18ec,SOTKNTF12A8C144A0D,1,Naked As We Can,The L Word: The Second Season,Iron And Wine,0,Naked As We Can - Iron And Wine
6670,e3937c7c32f5b68422808a854a4a7a824ee448a5,SOFKYDZ12AB017F425,1,Stadium Love,Fantasies,Metric,2009,Stadium Love - Metric
9540,9012fdca7eee0b946329367498a578adb5271ed8,SOFAFXU12A8C141523,1,Society,Music For The Motion Picture Into The Wild,Eddie Vedder,2007,Society - Eddie Vedder
7506,ec25e3d78ea8374869a772dc58bb903528a3c9cc,SOLRBSH12AB018AE7B,13,I Never Told You,Breakthrough,Colbie Caillat,2009,I Never Told You - Colbie Caillat
88,e006b1a48f466bf59feefed32bec6494495a4436,SOAUWYT12A81C206F1,2,Undo,Vespertine Live,Björk,2001,Undo - Björk
6847,0a00498b9d607844a8826184ae7278097d1c008a,SOVCSMI12A3F1EAAD5,3,Bitter Sweet Symphony (2004 Digital Remaster),This Is Music: The Singles 92-98,The Verve,2004,Bitter Sweet Symphony (2004 Digital Remaster) - The Verve
6849,0a00498b9d607844a8826184ae7278097d1c008a,SOWMPAO12A6D4F727B,2,Starry Eyed Surprise (Album Version),Happy Love Sick,Shifty,2004,Starry Eyed Surprise (Album Version) - Shifty
4708,85952991b8e3ca5803a08b0b2f9c6d71abf9bb5b,SOLATOQ12A8C13AAA9,1,Heat Miser,Protection,Massive Attack,1994,Heat Miser - Massive Attack
1086,a1380d458c15706b9d5282304db81a5a78352e96,SOTYAZQ12A8C140FDE,5,When I Get Where I'm Going,Time Well Wasted,Brad Paisley;Dolly Parton,2005,When I Get Where I'm Going - Brad Paisley;Dolly Parton
9705,b12c786deef0e618b5f277bc337f67128f425efe,SOIWBJU12A6701CBE7,3,Daft Punk Is Playing At My House,Daft Punk Is Playing At My House,LCD Soundsystem,2005,Daft Punk Is Playing At My House - LCD Soundsystem
1983,edc8b7b1fd592a3b69c3d823a742e1a064abec95,SOEMIJG12A8C140BE1,4,Ruby_ Don't Take Your Love To Town,Sawdust,The Killers,2007,Ruby_ Don't Take Your Love To Town - The Killers
3643,5d5e0142e54c3bb7b69f548c2ee55066c90700eb,SOUVGJL12AB017FC35,2,Our Song,Taylor Swift,Taylor Swift,2006,Our Song - Taylor Swift
5827,4d4abafb7dd7a30206747398c9225f3e06942b3f,SOTJTQI12A6D4F75A2,3,She Moves In Her Own Way,Inside In / Inside Out,The Kooks,2006,She Moves In Her Own Way - The Kooks
806,baf47ed8da24d607e50d8684cde78b923538640f,SOHKKFX12A58A7975B,1,Into The White,Wave Of Mutilation: Best Of Pixies,Pixies,1989,Into The White - Pixies
6328,f0117aaaa329925350271431c324f4cf0468bb0c,SOTSNDR12A8AE47599,4,One More Time / Aerodynamic,Alive 2007,Daft Punk,2007,One More Time / Aerodynamic - Daft Punk
